object_id,name
0012765f7a97ccc3e9e9,Netherlands
00133be3ff222c9b74b0,Amsterdam
00133be3ff222c9b74b0,Northern Netherlands
0017be8caa87206532cb,Amsterdam
001b2b8c9d3aa1534dfe,Suriname
001c52ae28ec106d9cd5,Northern Netherlands
001f4c71b4d53497b531,Netherlands
00220cd4bfa082d2aa20,Amsterdam
0026e030a0209b834b3e,Northern Netherlands
002e028b35d246691b14,Amsterdam
002e8cc8975591c3152d,Amsterdam
002f4a9eefc10c985d77,Netherlands
00314bd89a132fcce1e3,Maastricht
003a628b7e381d284697,Haarlem
003a628b7e381d284697,Antwerp
003b386ec21ca47dc206,Cologne
003b386ec21ca47dc206,Antwerp
004082c1836973e59763,Netherlands
00440ec5a4783b4b6bdb,Amsterdam
0048e1fbe702c641f315,Haarlem
004cd7bba54e0f9f0f80,Paris
004cd7bba54e0f9f0f80,France
004d01e0c0e06deb8dce,Netherlands
005143d648d06d8adde3,Netherlands
005a6412c1d6eff9da90,Haarlem
005ed2032b2856e856f8,Netherlands
0060c6e56efd407da9e3,England
006421a3e38e81462d7c,Netherlands
0067aea6a209d678efcf,The Hague
0067aea6a209d678efcf,Amsterdam
006b2e0a4a932174d82d,Amsterdam
0070acc36ae0f0eace04,Paris
00729dd41140851737da,Netherlands
007898ec2976b7da6a03,Venice
007a498abd48d47530ad,Netherlands
007a498abd48d47530ad,Amsterdam
00815fc74c56fba4c9f0,Antwerp
00846349f5eedc496cc4,Great Britain
00846349f5eedc496cc4,Netherlands
0084b9817359b180a6f4,France
0087ebe7951c787c5da5,Amsterdam
0087ebe7951c787c5da5,Antwerp
008f9b62800a4bc9e7b9,Antwerp
00901c757c6834094b95,Italy
009194c7c406e70fcc73,Amsterdam
009266040ee611f12928,Amsterdam
00927517ef1135edc450,The Hague
00984d4b6ed3a13f93c7,Suriname
009cc381a550603d4042,Northern Netherlands
009d44bd779a8722b00c,Antwerp
00a87da84ac1e0cdf3ed,Amsterdam
00aec7ea1ddcdbd7128a,Amsterdam
00af690c350de8730119,France
00af690c350de8730119,? Paris
00af690c350de8730119,Paris
00ba3fc884482f926862,Rome
00bae35332e069253ac5,Suriname
00bd4a71d6052f9d34e2,Arnhem
00c1cdbf0a76c047557d,Antwerp
00c5fa5d0ca2b9ac16f9,Cologne
00c662ae2f935e296061,Japan
00cd543929cbd97be573,France
00d454ff424b1bf8c766,unknown
00d47d7a594eac994942,Paris
00d47d7a594eac994942,France
00d6ff8253126e4570f0,France
00d921237c39704f586c,Northern Netherlands
00da76cc59e1f7fd574f,? Netherlands
00ddae27ad7125e35626,Paris
00ddae27ad7125e35626,France
00df0ebaa9f41ac80d1b,Amsterdam
00e1d6567d54bc6c9598,Amsterdam
00e22e3143f028d816be,Netherlands
00e9aeb24986c901d162,Antwerp
00f12e153484ac5fadfa,Amsterdam
00fb7aa9ce2136fb4606,France
00fcdc45edc980fde941,Germany
00fddc2d19ca36014fed,Amsterdam
00fe6fe2e57cf241cee0,Netherlands
0101617c79bc2b9b5d15,Haarlem
0108d1513c51faa1e46c,Netherlands
0109ea95b45d61c86a95,Norway
010db4a37e38f02d49ef,Venice
010f0bc8a66f233dd843,Germany
011596145672eab69f14,Netherlands
0118c2b2870a660409f0,Amsterdam
011b2cb1cdbc506b14f6,Northern Netherlands
011b2f60d6e8d90f3da4,France
011cddc266c0beda7e76,Germany
01237239861552ce96b9,Netherlands
0124a857715d7527f92a,Amsterdam
0128e8dd0bb176e72e7b,Haarlem
012f11dd648c1d522ae3,Northern Netherlands
012f11dd648c1d522ae3,Amsterdam
01349c1bf6e3c4ff3b36,Haarlem
01429677d183726f36fb,Antwerp
0143224ed3bcbeda6ec1,Amsterdam
0143224ed3bcbeda6ec1,Northern Netherlands
0143a03f4f13d1650bd8,Amsterdam
014869c9bcc8b0a5aa03,Amsterdam
01493ec0124e65d71ed2,Northern Netherlands
014fa635e8796ff2fbc8,Paris
014fa635e8796ff2fbc8,France
0156480e5701513b2e4a,Indonesia
0156e3dbc4857ee39c0c,Amsterdam
01580dea3c21c520b6da,Low Countries
015ac63d265160e16967,Amsterdam
015b2c4e502e66eea5b0,Venice
015b31c6e13542737afb,Utrecht
015f58fb12108e72e313,France
0161bb5c725b73091272,Pompeii
016c256c097f60002084,? France
01733fef3710fb738742,Amsterdam
01749eb8b7bd770beb64,Rotterdam
0179d78af66f83e29a44,Cologne
017d43681a8f7b356b01,Northern Netherlands
017f4fe7d662027d99d3,unknown
017f4fe7d662027d99d3,Antwerp
017fc7c6272fba886fe1,Amsterdam
0182ee1aa703a5b0c7e3,Amsterdam
018700e1c5bbfb237801,Northern Netherlands
018700e1c5bbfb237801,Amsterdam
0187211c659160028eef,Paris
018c987f9722d64862ea,Antwerp
0197ea0e455fc0cb9a94,Netherlands
0198cdf2f70681570d84,Northern Netherlands
0198cdf2f70681570d84,The Hague
01a16cb1adb74770f318,unknown
01a16cb1adb74770f318,Amsterdam
01a82e1284af9db03e5f,Brussels
01a8717dd8cf00a38992,Dordrecht
01af4ef83fcf54513f61,Amsterdam
01b06253e895fee1565c,Netherlands
01b08bf9053e6c0114ba,Netherlands
01b16315dccc5b9a1c01,Cologne
01b95a5fa4545a90aeb0,? Netherlands
01bed1a8c8936b78076e,Netherlands
01c1d4a49d4d39e95c11,Venice
01c26f100c48daaf0327,France
01e00c641a96e5279870,unknown
01e761a6e6ff9481ddaf,Amsterdam
01e88b863973d4976445,Italy
01e9a909346b597ea2d2,unknown
01ece00117367c6a30a8,Utrecht
01f48d061ea68358e5bd,Pompeii
01f712c5f2b34c5380a1,Netherlands
01f9d3e559b4afb367eb,Amsterdam
020583d049a24f5440cb,Batavia
020583d049a24f5440cb,Netherlands
022a1343a4624813e59f,Amsterdam
022bece67c3d7e14b631,England
022d10742ea4e2a22a5a,Antwerp
022d2cef129e3a838ed6,Netherlands
02369c28df79914fa637,Northern Netherlands
02418e7d21372cba24bd,Netherlands
02446eeed6b27a7bcb8c,Suriname
02446eeed6b27a7bcb8c,Amsterdam
0244d4568f68323601b0,Cologne
024c330eebf08efae96e,Amsterdam
024dc4b02ffd381381dd,Netherlands
0250207ddbda64dc6420,Netherlands
02578adbc7e177d010a1,Netherlands
025849d85c975d85ae87,Antwerp
0259c68671084513a4de,Amsterdam
025c3bf106e474865a7f,Rotterdam
026133140ec8fc97261d,"Dutch East Indies, The"
026c4a465c9608e66b8b,Persia
026d8f287c8168cd3c1c,Netherlands
02725086891647094499,Antwerp
0278a4065dd884e44584,Netherlands
02797296f0229832511d,The Hague
027a4305a99a047f7ea6,Berlin
027b9778a22f4f518b98,Utrecht
027f7c94ddecdfbcb7b2,Amsterdam
02811e4f1f05fa34a1c6,Italy
0281c590c373bbdddd3b,Amsterdam
0282d1f49d0b304a11ed,Maastricht
02835bacf09e2f02749f,Netherlands
02946731d36ef110dc43,Norway
0296a53cc117af96c859,Leiden
0296a53cc117af96c859,France
0296a53cc117af96c859,Amsterdam
0297c83876834f8ae7e8,Northern Netherlands
0297c83876834f8ae7e8,Cologne
0298264debf59c85a0f1,Great Britain
02a01ea28d87bdaf231b,Utrecht
02a44087ae0a05ff4054,Northern Netherlands
02aa499962a5d4086ba4,Southern Netherlands
02aa499962a5d4086ba4,Amsterdam
